siRNA_reference,number
Ref_230197,1
Ref_230198,0
Ref_230199,0
Ref_230200,0
Ref_230201,0
Ref_230202,0
Ref_230203,0
Ref_230204,0
Ref_230205,0
Ref_230206,0
Ref_230207,1
Ref_230208,0
Ref_230209,0
Ref_230210,0
Ref_230211,3
Ref_230212,0
Ref_230213,0
Ref_230214,0
Ref_230215,0
Ref_230216,0
Ref_230217,0
Ref_230218,0
Ref_230219,0
Ref_230220,0
Ref_230221,0
Ref_230222,0
Ref_230223,4
Ref_230224,0
Ref_230225,0
Ref_230226,0
Ref_230227,0
Ref_230228,0
Ref_230229,0
Ref_230230,0
Ref_230231,0
Ref_230232,0
Ref_230233,0
Ref_230234,0
Ref_230235,0
Ref_230236,0
Ref_230237,0
Ref_230238,0
Ref_230239,0
Ref_230240,0
Ref_230241,0
Ref_230242,0
Ref_230243,0
Ref_230244,0
Ref_230245,0
Ref_230246,0
Ref_230247,1
Ref_230248,0
Ref_230249,0
Ref_230250,0
Ref_230251,0
Ref_230252,0
Ref_230253,0
Ref_230254,0
Ref_230255,0
Ref_230256,0
Ref_230257,0
Ref_230258,1
Ref_230259,0
Ref_230260,0
Ref_230261,0
Ref_230262,0
Ref_230263,0
Ref_230264,0
Ref_230265,0
Ref_230266,0
Ref_230267,0
Ref_230268,0
Ref_230269,0
Ref_230270,0
Ref_230271,0
Ref_230272,0
Ref_230273,0
Ref_230274,0
Ref_230275,0
Ref_230276,1
Ref_230277,0
Ref_230278,0
Ref_230279,0
Ref_230280,0
Ref_230281,0
Ref_230282,0
Ref_230283,0
Ref_230284,0
Ref_230285,0
Ref_230286,0
Ref_230287,0
Ref_230288,0
Ref_230289,0
Ref_230290,0
Ref_230291,0
Ref_230292,0
Ref_230293,0
Ref_230294,0
Ref_230295,0
Ref_230296,0
Ref_230297,0
Ref_230298,0
Ref_230299,0
Ref_230300,0
Ref_230301,0
Ref_230302,0
Ref_230303,0
Ref_230304,0
Ref_230305,0
Ref_230306,0
Ref_230307,0
Ref_230308,0
Ref_230309,0
Ref_230310,0
Ref_230311,0
Ref_230312,0
Ref_230313,0
Ref_230314,0
Ref_230315,0
Ref_230316,0
Ref_230317,0
Ref_230318,0
Ref_230319,0
Ref_230320,0
Ref_230321,0
Ref_230322,0
Ref_230323,0
Ref_230324,0
Ref_230325,0
Ref_230326,0
Ref_230327,0
Ref_230328,0
Ref_230329,0
Ref_230330,0
Ref_230331,0
Ref_230332,0
Ref_230333,0
Ref_230334,0
Ref_230335,0
Ref_230336,0
Ref_230337,0
Ref_230338,0
Ref_230339,0
Ref_230340,0
Ref_230341,0
Ref_230342,0
Ref_230343,0
Ref_230344,0
Ref_230345,0
Ref_230346,0
Ref_230347,0
Ref_230348,0
Ref_230349,0
Ref_230350,0
Ref_230351,0
Ref_230352,0
Ref_230353,0
Ref_230354,0
Ref_230355,0
Ref_230356,0
Ref_230357,0
Ref_230358,0
Ref_230359,0
Ref_230360,9
Ref_230361,0
Ref_230362,0
Ref_230363,0
Ref_230364,0
Ref_230365,0
Ref_230366,0
Ref_230367,0
Ref_230368,0
Ref_230369,0
Ref_230370,0
Ref_230371,0
Ref_230372,0
Ref_230373,0
Ref_230374,0
Ref_230375,0
Ref_230376,0
Ref_230377,0
Ref_230378,0
Ref_230379,0
Ref_230380,0
Ref_230381,0
Ref_230382,0
Ref_230383,0
Ref_230384,0
Ref_230385,0
Ref_230386,0
Ref_230387,0
Ref_230388,0
Ref_230389,0
Ref_230390,0
Ref_230391,0
Ref_230392,0
Ref_230393,0
Ref_230394,0
Ref_230395,0
Ref_230396,0
Ref_230397,0
Ref_230398,0
Ref_230399,0
Ref_230400,0
Ref_230401,0
Ref_230402,0
Ref_230403,0
Ref_230404,0
Ref_230405,0
Ref_230406,0
Ref_230407,0
Ref_230408,0
Ref_230409,0
Ref_230410,41
Ref_230411,0
Ref_230412,0
Ref_230413,0
Ref_230414,0
Ref_230415,0
Ref_230416,0
Ref_230417,0
Ref_230418,0
Ref_230419,0
Ref_230420,0
Ref_230421,0
Ref_230422,0
Ref_230423,0
Ref_230424,0
Ref_230425,0
Ref_230426,0
Ref_230427,0
Ref_230428,0
Ref_230429,0
Ref_230430,0
Ref_230431,0
Ref_230432,0
Ref_230433,0
Ref_230434,0
Ref_230435,0
Ref_230436,0
Ref_230437,0
Ref_230438,0
Ref_230439,0
Ref_230440,0
Ref_230441,0
Ref_230442,0
Ref_230443,0
Ref_230444,0
Ref_230445,1
Ref_230446,0
Ref_230447,0
Ref_230448,0
Ref_230449,0
Ref_230450,0
Ref_230451,0
Ref_230452,0
Ref_230453,0
Ref_230454,0
Ref_230455,0
Ref_230456,0
Ref_230457,0
Ref_230458,0
Ref_230459,2
Ref_230460,0
Ref_230461,0
Ref_230462,0
Ref_230463,0
Ref_230464,0
Ref_230465,0
Ref_230466,0
Ref_230467,0
Ref_230468,0
Ref_230469,0
Ref_230470,0
Ref_230471,0
Ref_230472,1
Ref_230473,0
Ref_230474,0
Ref_230475,0
Ref_230476,1
Ref_230477,0
Ref_230478,0
Ref_230479,0
Ref_230480,0
Ref_230481,0
Ref_230482,0
Ref_230483,0
Ref_230484,0
Ref_230485,0
Ref_230486,0
Ref_230487,0
Ref_230488,0
Ref_230489,0
Ref_230490,0
Ref_230491,0
Ref_230492,0
Ref_230493,0
Ref_230494,0
Ref_230495,0
Ref_230496,0
Ref_230497,0
Ref_230498,1
Ref_230499,0
Ref_230500,0
Ref_230501,0
Ref_230502,0
Ref_230503,0
Ref_230504,0
Ref_230505,1
Ref_230506,0
Ref_230507,0
Ref_230508,0
Ref_230509,3
Ref_230510,0
Ref_230511,0
Ref_230512,0
Ref_230513,0
Ref_230514,0
Ref_230515,0
Ref_230516,0
Ref_230517,0
Ref_230518,0
Ref_230519,0
Ref_230520,1
Ref_230521,0
Ref_230522,1
Ref_230523,0
Ref_230524,0
Ref_230525,0
Ref_230526,0
Ref_230527,0
Ref_230528,0
Ref_230529,0
Ref_230530,0
Ref_230531,0
Ref_230532,0
Ref_230533,0
Ref_230534,0
Ref_230535,0
Ref_230536,0
Ref_230537,0
Ref_230538,0
Ref_230539,0
Ref_230540,0
Ref_230541,0
Ref_230542,0
Ref_230543,0
Ref_230544,0
Ref_230545,0
Ref_230546,0
Ref_230547,0
Ref_230548,0
Ref_230549,0
Ref_230550,0
Ref_230551,0
Ref_230552,0
Ref_230553,0
Ref_230554,0
Ref_230555,0
Ref_230556,0
Ref_230557,0
Ref_230558,0
Ref_230559,0
Ref_230560,0
Ref_230561,0
Ref_230562,0
Ref_230563,0
Ref_230564,0
Ref_230565,0
Ref_230566,0
Ref_230567,0
Ref_230568,0
Ref_230569,0
Ref_230570,0
Ref_230571,0
Ref_230572,0
Ref_230573,0
Ref_230574,0
Ref_230575,0
Ref_230576,0
Ref_230577,0
Ref_230578,0
Ref_230579,0
Ref_230580,0
Ref_230581,0
Ref_230582,0
Ref_230583,1
Ref_230584,0
Ref_230585,0
Ref_230586,0
Ref_230587,0
Ref_230588,0
Ref_230589,0
Ref_230590,0
Ref_230591,0
Ref_230592,0
Ref_230593,0
Ref_230594,0
Ref_230595,0
Ref_230596,0
Ref_230597,0
Ref_230598,0
Ref_230599,0
Ref_230600,0
Ref_230601,0
Ref_230602,0
Ref_230603,0
Ref_230604,0
Ref_230605,0
Ref_230606,0
Ref_230607,0
Ref_230608,0
Ref_230609,0
Ref_230610,0
Ref_230611,0
Ref_230612,0
Ref_230613,0
Ref_230614,0
Ref_230615,0
Ref_230616,0
Ref_230617,0
Ref_230618,0
Ref_230619,0
Ref_230620,0
Ref_230621,2
Ref_230622,0
Ref_230623,0
Ref_230624,0
Ref_230625,0
Ref_230626,0
Ref_230627,0
Ref_230628,0
Ref_230629,0
Ref_230630,0
Ref_230631,0
Ref_230632,0
Ref_230633,0
Ref_230634,0
Ref_230635,0
Ref_230636,0
Ref_230637,0
Ref_230638,0
Ref_230639,0
Ref_230640,0
Ref_230641,0
Ref_230642,0
Ref_230643,0
Ref_230644,0
Ref_230645,0
Ref_230646,0
Ref_230647,0
Ref_230648,0
Ref_230649,0
Ref_230650,0
Ref_230651,0
Ref_230652,0
Ref_230653,0
Ref_230654,2
Ref_230655,0
Ref_230656,0
Ref_230657,0
Ref_230658,0
Ref_230659,0
Ref_230660,0
Ref_230661,0
Ref_230662,0
Ref_230663,0
Ref_230664,0
Ref_230665,0
Ref_230666,0
Ref_230667,0
Ref_230668,0
Ref_230669,0
Ref_230670,0
Ref_230671,0
Ref_230672,1
Ref_230673,0
Ref_230674,0
Ref_230675,0
Ref_230676,0
Ref_230677,0
Ref_230678,0
Ref_230679,0
Ref_230680,0
Ref_230681,0
Ref_230682,0
Ref_230683,0
Ref_230684,0
Ref_230685,0
Ref_230686,0
Ref_230687,0
Ref_230688,0
Ref_230689,0
Ref_230690,0
Ref_230691,0
Ref_230692,0
Ref_230693,0
Ref_230694,0
Ref_230695,0
Ref_230696,0
Ref_230697,0
Ref_230698,0
Ref_230699,0
Ref_230700,0
Ref_230701,0
Ref_230702,0
Ref_230703,0
Ref_230704,0
Ref_230705,0
Ref_230706,0
Ref_230707,1
Ref_230708,0
Ref_230709,0
Ref_230710,0
Ref_230711,0
Ref_230712,0
Ref_230713,0
Ref_230714,0
Ref_230715,0
Ref_230716,0
Ref_230717,0
Ref_230718,0
Ref_230719,0
Ref_230720,0
Ref_230721,0
Ref_230722,0
Ref_230723,0
Ref_230724,0
Ref_230725,0
Ref_230726,0
Ref_230727,0
Ref_230728,0
Ref_230729,0
Ref_230730,0
Ref_230731,0
Ref_230732,0
Ref_230733,0
Ref_230734,0
Ref_230735,0
Ref_230736,0
Ref_230737,0
Ref_230738,0
Ref_230739,0
Ref_230740,0
Ref_230741,0
Ref_230742,0
Ref_230743,1
Ref_230744,0
Ref_230745,0
Ref_230746,0
Ref_230747,0
Ref_230748,0
Ref_230749,0
Ref_230750,0
Ref_230751,0
Ref_230752,0
Ref_230753,0
Ref_230754,0
Ref_230755,0
Ref_230756,0
Ref_230757,1
Ref_230758,0
Ref_230759,0
Ref_230760,0
Ref_230761,0
Ref_230762,0
Ref_230763,0
Ref_230764,0
Ref_230765,0
Ref_230766,0
Ref_230767,0
Ref_230768,0
Ref_230769,0
Ref_230770,0
Ref_230771,0
Ref_230772,0
Ref_230773,0
Ref_230774,0
Ref_230775,0
Ref_230776,0
Ref_230777,0
Ref_230778,0
Ref_230779,0
Ref_230780,0
Ref_230781,0
Ref_230782,0
Ref_230783,0
Ref_230784,0
Ref_230785,0
Ref_230786,0
Ref_230787,0
Ref_230788,0
Ref_230789,0
Ref_230790,0
Ref_230791,0
Ref_230792,0
Ref_230793,0
Ref_230794,0
Ref_230795,0
Ref_230796,0
Ref_230797,0
Ref_230798,0
Ref_230799,0
Ref_230800,0
Ref_230801,0
Ref_230802,0
Ref_230803,0
Ref_230804,0
Ref_230805,0
Ref_230806,0
Ref_230807,0
Ref_230808,0
Ref_230809,0
Ref_230810,0
Ref_230811,0
Ref_230812,0
Ref_230813,0
Ref_230814,0
Ref_230815,0
Ref_230816,0
Ref_230817,0
Ref_230818,0
Ref_230819,1
Ref_230820,0
Ref_230821,0
Ref_230822,0
Ref_230823,0
Ref_230824,0
Ref_230825,0
Ref_230826,0
Ref_230827,0
Ref_230828,0
Ref_230829,0
Ref_230830,0
Ref_230831,0
Ref_230832,0
Ref_230833,0
Ref_230834,0
Ref_230835,0
Ref_230836,0
Ref_230837,0
Ref_230838,0
Ref_230839,0
Ref_230840,0
Ref_230841,0
Ref_230842,0
Ref_230843,0
Ref_230844,0
Ref_230845,0
Ref_230846,0
Ref_230847,0
Ref_230848,0
Ref_230849,0
Ref_230850,0
Ref_230851,0
Ref_230852,0
Ref_230853,0
Ref_230854,0
Ref_230855,0
Ref_230856,0
Ref_230857,0
Ref_230858,0
Ref_230859,0
Ref_230860,0
Ref_230861,0
Ref_230862,0
Ref_230863,0
Ref_230864,0
Ref_230865,0
Ref_230866,0
Ref_230867,0
Ref_230868,0
Ref_230869,0
Ref_230870,0
Ref_230871,0
Ref_230872,0
Ref_230873,0
Ref_230874,0
Ref_230875,3
Ref_230876,0
Ref_230877,0
Ref_230878,0
Ref_230879,0
Ref_230880,0
Ref_230881,0
Ref_230882,0
Ref_230883,0
Ref_230884,0
Ref_230885,0
Ref_230886,0
Ref_230887,0
Ref_230888,0
Ref_230889,0
Ref_230890,0
Ref_230891,0
Ref_230892,0
Ref_230893,0
Ref_230894,0
Ref_230895,0
Ref_230896,0
Ref_230897,0
Ref_230898,0
Ref_230899,0
Ref_230900,0
Ref_230901,0
Ref_230902,0
Ref_230903,0
Ref_230904,0
Ref_230905,0
Ref_230906,0
Ref_230907,0
Ref_230908,1
Ref_230909,0
Ref_230910,0
Ref_230911,0
Ref_230912,0
Ref_230913,0
Ref_230914,0
Ref_230915,0
Ref_230916,0
Ref_230917,1
Ref_230918,0
Ref_230919,1
Ref_230920,0
Ref_230921,0
Ref_230922,0
Ref_230923,0
Ref_230924,0
Ref_230925,0
Ref_230926,0
Ref_230927,0
Ref_230928,0
Ref_230929,0
Ref_230930,0
Ref_230931,0
Ref_230932,0
Ref_230933,0
Ref_230934,0
Ref_230935,0
Ref_230936,0
Ref_230937,0
Ref_230938,0
Ref_230939,0
Ref_230940,0
Ref_230941,0
Ref_230942,0
Ref_230943,0
Ref_230944,0
Ref_230945,0
Ref_230946,0
Ref_230947,0
Ref_230948,0
Ref_230949,1
Ref_230950,0
Ref_230951,0
Ref_230952,0
Ref_230953,0
Ref_230954,0
Ref_230955,0
Ref_230956,0
Ref_230957,0
Ref_230958,0
Ref_230959,0
Ref_230960,0
Ref_230961,0
Ref_230962,1
Ref_230963,0
Ref_230964,0
Ref_230965,0
Ref_230966,0
Ref_230967,0
Ref_230968,0
Ref_230969,0
Ref_230970,0
Ref_230971,0
Ref_230972,0
Ref_230973,0
Ref_230974,0
Ref_230975,0
Ref_230976,0
Ref_230977,0
Ref_230978,0
Ref_230979,0
Ref_230980,0
Ref_230981,0
Ref_230982,0
Ref_230983,0
Ref_230984,0
Ref_230985,0
Ref_230986,0
Ref_230987,0
Ref_230988,0
Ref_230989,0
Ref_230990,0
Ref_230991,0
Ref_230992,0
Ref_230993,0
Ref_230994,0
Ref_230995,0
Ref_230996,0
Ref_230997,0
Ref_230998,0
Ref_230999,0
Ref_231000,0
Ref_231001,0
Ref_231002,0
Ref_231003,0
Ref_231004,0
Ref_231005,0
Ref_231006,0
Ref_231007,0
Ref_231008,0
Ref_231009,0
Ref_231010,0
Ref_231011,0
Ref_231012,0
Ref_231013,0
Ref_231014,0
Ref_231015,0
Ref_231016,0
Ref_231017,0
Ref_231018,0
Ref_231019,0
Ref_231020,0
Ref_231021,0
Ref_231022,0
Ref_231023,0
Ref_231024,0
Ref_231025,0
Ref_231026,0
Ref_231027,0
Ref_231028,0
Ref_231029,0
Ref_231030,0
Ref_231031,0
Ref_231032,0
Ref_231033,0
Ref_231034,0
Ref_231035,0
Ref_231036,0
Ref_231037,0
Ref_231038,0
Ref_231039,0
Ref_231040,0
Ref_231041,0
Ref_231042,0
Ref_231043,0
Ref_231044,0
Ref_231045,1
Ref_231046,0
Ref_231047,0
Ref_231048,0
Ref_231049,1
Ref_231050,0
Ref_231051,0
Ref_231052,0
Ref_231053,0
Ref_231054,0
Ref_231055,0
Ref_231056,0
Ref_231057,0
Ref_231058,0
Ref_231059,0
Ref_231060,0
Ref_231061,0
Ref_231062,0
Ref_231063,0
Ref_231064,0
Ref_231065,0
Ref_231066,0
Ref_231067,0
Ref_231068,0
Ref_231069,0
Ref_231070,0
Ref_231071,0
Ref_231072,0
Ref_231073,0
Ref_231074,1
Ref_231075,0
Ref_231076,0
Ref_231077,0
Ref_231078,0
Ref_231079,0
Ref_231080,0
Ref_231081,0
Ref_231082,0
Ref_231083,0
Ref_231084,0
Ref_231085,0
Ref_231086,0
Ref_231087,0
Ref_231088,0
Ref_231089,0
Ref_231090,0
Ref_231091,0
Ref_231092,0
Ref_231093,0
Ref_231094,0
Ref_231095,0
Ref_231096,0
Ref_231097,0
Ref_231098,0
Ref_231099,0
Ref_231100,0
Ref_231101,0
Ref_231102,0
Ref_231103,0
Ref_231104,0
Ref_231105,0
Ref_231106,0
Ref_231107,0
Ref_231108,0
Ref_231109,0
Ref_231110,1
Ref_231111,0
Ref_231112,0
Ref_231113,0
Ref_231114,0
Ref_231115,0
Ref_231116,0
Ref_231117,0
Ref_231118,0
Ref_231119,0
Ref_231120,1
Ref_231121,0
Ref_231122,0
Ref_231123,0
Ref_231124,0
Ref_231125,0
Ref_231126,0
Ref_231127,0
Ref_231128,0
Ref_231129,0
Ref_231130,0
Ref_231131,0
Ref_231132,0
Ref_231133,0
Ref_231134,0
Ref_231135,0
Ref_231136,0
Ref_231137,0
Ref_231138,0
Ref_231139,1
Ref_231140,0
Ref_231141,0
Ref_231142,0
Ref_231143,0
Ref_231144,0
Ref_231145,0
Ref_231146,0
Ref_231147,0
Ref_231148,0
Ref_231149,0
Ref_231150,0
Ref_231151,0
Ref_231152,0
Ref_231153,0
Ref_231154,0
Ref_231155,0
Ref_231156,0
Ref_231157,0
Ref_231158,0
Ref_231159,0
Ref_231160,0
Ref_231161,0
Ref_231162,0
Ref_231163,0
Ref_231164,0
Ref_231165,0
Ref_231166,0
Ref_231167,0
Ref_231168,0
Ref_231169,0
Ref_231170,0
Ref_231171,0
Ref_231172,0
Ref_231173,0
Ref_231174,0
Ref_231175,0
Ref_231176,0
Ref_231177,0
Ref_231178,0
Ref_231179,0
Ref_231180,0
Ref_231181,0
Ref_231182,0
Ref_231183,0
Ref_231184,0
Ref_231185,0
Ref_231186,0
Ref_231187,0
Ref_231188,0
Ref_231189,0
Ref_231190,0
Ref_231191,0
Ref_231192,0
Ref_231193,0
Ref_231194,0
Ref_231195,0
Ref_231196,0
Ref_231197,0
Ref_231198,0
Ref_231199,0
Ref_231200,0
Ref_231201,0
Ref_231202,0
Ref_231203,0
Ref_231204,0
Ref_231205,0
Ref_231206,0
Ref_231207,0
Ref_231208,0
Ref_231209,0
Ref_231210,0
Ref_231211,0
Ref_231212,36
Ref_231213,0
Ref_231214,0
Ref_231215,0
Ref_231216,0
Ref_231217,0
Ref_231218,0
Ref_231219,0
Ref_231220,0
Ref_231221,0
Ref_231222,0
Ref_231223,0
Ref_231224,0
Ref_231225,0
Ref_231226,0
Ref_231227,1
Ref_231228,0
Ref_231229,1
Ref_231230,0
Ref_231231,0
Ref_231232,0
Ref_231233,2
Ref_231234,0
Ref_231235,0
Ref_231236,0
Ref_231237,0
Ref_231238,0
Ref_231239,0
Ref_231240,0
Ref_231241,0
Ref_231242,0
Ref_231243,0
Ref_231244,0
Ref_231245,0
Ref_231246,0
Ref_231247,0
Ref_231248,0
Ref_231249,0
Ref_231250,0
Ref_231251,0
Ref_231252,0
Ref_231253,0
Ref_231254,0
Ref_231255,0
Ref_231256,0
Ref_231257,0
Ref_231258,0
Ref_231259,0
Ref_231260,0
Ref_231261,0
Ref_231262,0
Ref_231263,0
Ref_231264,0
Ref_231265,0
Ref_231266,0
Ref_231267,0
Ref_231268,0
Ref_231269,0
Ref_231270,0
Ref_231271,0
Ref_231272,0
Ref_231273,0
Ref_231274,0
Ref_231275,0
Ref_231276,0
Ref_231277,0
Ref_231278,0
Ref_231279,0
Ref_231280,0
Ref_231281,0
Ref_231282,0
Ref_231283,0
Ref_231284,0
Ref_231285,0
Ref_231286,0
Ref_231287,0
Ref_231288,0
Ref_231289,0
Ref_231290,0
Ref_231291,0
Ref_231292,0
Ref_231293,0
Ref_231294,0
Ref_231295,0
Ref_231296,0
Ref_231297,0
Ref_231298,0
Ref_231299,0
Ref_231300,0
Ref_231301,0
Ref_231302,0
Ref_231303,0
Ref_231304,0
Ref_231305,0
Ref_231306,0
Ref_231307,0
Ref_231308,0
Ref_231309,0
Ref_231310,0
Ref_231311,0
Ref_231312,0
Ref_231313,0
Ref_231314,0
Ref_231315,0
Ref_231316,0
Ref_231317,0
Ref_231318,0
Ref_231319,0
Ref_231320,0
Ref_231321,0
Ref_231322,0
Ref_231323,0
Ref_231324,0
Ref_231325,0
Ref_231326,0
Ref_231327,0
Ref_231328,0
Ref_231329,0
Ref_231330,0
Ref_231331,0
Ref_231332,0
Ref_231333,0
Ref_231334,0
Ref_231335,0
Ref_231336,0
Ref_231337,0
Ref_231338,0
Ref_231339,0
Ref_231340,0
Ref_231341,0
Ref_231342,0
Ref_231343,0
Ref_231344,0
Ref_231345,0
Ref_231346,0
Ref_231347,0
Ref_231348,0
Ref_231349,0
Ref_231350,0
Ref_231351,0
Ref_231352,0
Ref_231353,1
Ref_231354,0
Ref_231355,0
Ref_231356,0
Ref_231357,0
Ref_231358,0
Ref_231359,0
Ref_231360,0
Ref_231361,0
Ref_231362,0
Ref_231363,0
Ref_231364,0
Ref_231365,0
Ref_231366,0
Ref_231367,0
Ref_231368,0
Ref_231369,0
Ref_231370,0
Ref_231371,0
Ref_231372,0
Ref_231373,1
Ref_231374,0
Ref_231375,0
Ref_231376,0
Ref_231377,0
Ref_231378,0
Ref_231379,0
Ref_231380,0
Ref_231381,0
Ref_231382,0
Ref_231383,6
Ref_231384,0
Ref_231385,0
Ref_231386,0
Ref_231387,0
Ref_231388,0
Ref_231389,0
Ref_231390,0
Ref_231391,0
Ref_231392,0
Ref_231393,0
Ref_231394,0
Ref_231395,0
Ref_231396,0
Ref_231397,0
Ref_231398,0
Ref_231399,0
Ref_231400,0
Ref_231401,0
Ref_231402,0
Ref_231403,0
Ref_231404,0
Ref_231405,0
Ref_231406,0
Ref_231407,1
Ref_231408,0
Ref_231409,0
Ref_231410,0
Ref_231411,0
Ref_231412,0
Ref_231413,0
Ref_231414,0
Ref_231415,0
Ref_231416,0
Ref_231417,0
Ref_231418,0
Ref_231419,0
Ref_231420,19
Ref_231421,0
Ref_231422,0
Ref_231423,0
Ref_231424,0
Ref_231425,0
Ref_231426,0
Ref_231427,0
Ref_231428,0
Ref_231429,0
Ref_231430,0
Ref_231431,0
Ref_231432,0
Ref_231433,0
Ref_231434,0
Ref_231435,0
Ref_231436,0
Ref_231437,0
Ref_231438,0
Ref_231439,0
Ref_231440,0
Ref_231441,0
Ref_231442,0
Ref_231443,0
Ref_231444,0
Ref_231445,0
Ref_231446,0
Ref_231447,0
Ref_231448,0
Ref_231449,0
Ref_231450,0
Ref_231451,0
Ref_231452,0
Ref_231453,0
Ref_231454,0
Ref_231455,0
Ref_231456,0
Ref_231457,0
Ref_231458,0
Ref_231459,0
Ref_231460,0
Ref_231461,0
Ref_231462,0
Ref_231463,0
Ref_231464,0
Ref_231465,0
Ref_231466,0
Ref_231467,0
Ref_231468,0
Ref_231469,0
Ref_231470,0
Ref_231471,0
Ref_231472,0
Ref_231473,0
Ref_231474,0
Ref_231475,0
Ref_231476,0
Ref_231477,0
Ref_231478,0
Ref_231479,0
Ref_231480,0
Ref_231481,0
Ref_231482,0
Ref_231483,0
Ref_231484,0
Ref_231485,0
Ref_231486,0
Ref_231487,0
Ref_231488,0
Ref_231489,0
Ref_231490,0
Ref_231491,0
Ref_231492,0
Ref_231493,0
Ref_231494,0
Ref_231495,0
Ref_231496,0
Ref_231497,0
Ref_231498,0
Ref_231499,0
Ref_231500,0
Ref_231501,0
Ref_231502,0
Ref_231503,0
Ref_231504,0
Ref_231505,0
Ref_231506,0
Ref_231507,0
Ref_231508,0
Ref_231509,0
Ref_231510,0
Ref_231511,0
Ref_231512,0
Ref_231513,0
Ref_231514,0
Ref_231515,0
Ref_231516,0
Ref_231517,0
Ref_231518,0
Ref_231519,0
Ref_231520,0
Ref_231521,0
Ref_231522,0
Ref_231523,0
Ref_231524,0
Ref_231525,1
Ref_231526,0
Ref_231527,0
Ref_231528,0
Ref_231529,0
Ref_231530,0
Ref_231531,0
Ref_231532,0
Ref_231533,0
Ref_231534,0
Ref_231535,0
Ref_231536,0
Ref_231537,0
Ref_231538,0
Ref_231539,0
Ref_231540,0
Ref_231541,2
Ref_231542,0
Ref_231543,0
Ref_231544,1
Ref_231545,0
Ref_231546,0
Ref_231547,0
Ref_231548,0
Ref_231549,0
Ref_231550,0
Ref_231551,0
Ref_231552,0
Ref_231553,0
Ref_231554,0
Ref_231555,0
Ref_231556,0
Ref_231557,0
Ref_231558,0
Ref_231559,0
Ref_231560,0
Ref_231561,0
Ref_231562,0
Ref_231563,0
Ref_231564,0
Ref_231565,0
Ref_231566,0
Ref_231567,0
Ref_231568,0
Ref_231569,0
Ref_231570,0
Ref_231571,0
Ref_231572,0
Ref_231573,1
Ref_231574,0
Ref_231575,0
Ref_231576,0
Ref_231577,0
Ref_231578,0
Ref_231579,0
Ref_231580,0
Ref_231581,0
Ref_231582,0
Ref_231583,0
Ref_231584,0
Ref_231585,0
Ref_231586,1
Ref_231587,0
Ref_231588,0
Ref_231589,0
Ref_231590,0
Ref_231591,0
Ref_231592,0
Ref_231593,0
Ref_231594,0
Ref_231595,0
Ref_231596,0
Ref_231597,0
Ref_231598,0
Ref_231599,0
Ref_231600,0
Ref_231601,0
Ref_231602,0
Ref_231603,0
Ref_231604,0
Ref_231605,0
Ref_231606,0
Ref_231607,0
Ref_231608,0
Ref_231609,0
Ref_231610,0
Ref_231611,0
Ref_231612,6
Ref_231613,0
Ref_231614,0
Ref_231615,0
Ref_231616,0
Ref_231617,0
Ref_231618,0
Ref_231619,0
Ref_231620,0
Ref_231621,0
Ref_231622,0
Ref_231623,0
Ref_231624,0
Ref_231625,0
Ref_231626,0
Ref_231627,0
Ref_231628,0
Ref_231629,0
Ref_231630,0
Ref_231631,0
Ref_231632,0
Ref_231633,0
Ref_231634,0
Ref_231635,0
Ref_231636,0
Ref_231637,1
Ref_231638,0
Ref_231639,0
Ref_231640,0
Ref_231641,0
Ref_231642,0
Ref_231643,0
Ref_231644,1
Ref_231645,0
Ref_231646,0
Ref_231647,0
Ref_231648,0
Ref_231649,0
Ref_231650,0
Ref_231651,0
Ref_231652,0
Ref_231653,0
Ref_231654,0
Ref_231655,0
Ref_231656,1
Ref_231657,0
Ref_231658,0
Ref_231659,0
Ref_231660,0
Ref_231661,0
Ref_231662,1
Ref_231663,0
Ref_231664,0
Ref_231665,0
Ref_231666,0
Ref_231667,0
Ref_231668,0
Ref_231669,0
Ref_231670,0
Ref_231671,0
Ref_231672,0
Ref_231673,0
Ref_231674,0
Ref_231675,0
Ref_231676,1
Ref_231677,0
Ref_231678,0
Ref_231679,0
Ref_231680,0
Ref_231681,0
Ref_231682,0
Ref_231683,0
Ref_231684,0
Ref_231685,0
Ref_231686,0
Ref_231687,0
Ref_231688,0
Ref_231689,0
Ref_231690,0
Ref_231691,0
Ref_231692,0
Ref_231693,0
Ref_231694,0
Ref_231695,0
Ref_231696,0
Ref_231697,0
Ref_231698,0
Ref_231699,0
Ref_231700,0
Ref_231701,0
Ref_231702,0
Ref_231703,0
Ref_231704,0
Ref_231705,0
Ref_231706,0
Ref_231707,0
Ref_231708,0
Ref_231709,0
Ref_231710,0
Ref_231711,0
Ref_231712,0
Ref_231713,0
Ref_231714,0
Ref_231715,0
Ref_231716,0
Ref_231717,0
Ref_231718,0
Ref_231719,0
Ref_231720,0
Ref_231721,0
Ref_231722,0
Ref_231723,0
Ref_231724,0
Ref_231725,0
Ref_231726,0
Ref_231727,0
Ref_231728,0
Ref_231729,0
Ref_231730,0
Ref_231731,0
Ref_231732,0
Ref_231733,0
Ref_231734,0
Ref_231735,0
Ref_231736,0
Ref_231737,0
Ref_231738,0
Ref_231739,0
Ref_231740,0
Ref_231741,0
Ref_231742,0
Ref_231743,0
Ref_231744,0
Ref_231745,0
Ref_231746,0
Ref_231747,1
Ref_231748,1
Ref_231749,0
Ref_231750,0
